emotion,Prompt,EA-bart-base,EA-t5-base
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not check my temperature correctly - I then had to check it myself,I did not take the time to prepare for my exam and then the judge said I should not have to
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not attend my gaming clans event they scheduled,I did not take the time to prepare for my exam and then I was... at myself for it
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not know how to react when someone was being racist.,I did not take the time to prepare for a test
anger,generate anger Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I did,I did not reach my goal in time.,I did not meet the criteria for a job I was applying for
anger,generate anger Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I did,I did not know how to react when someone was being irrational.,I did not meet the requirements for a standardized test
anger,generate anger Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I did,I did not know how to react when someone was being racist.,I did not do what I said I should and was... at myself for not doing this.
anger,generate anger Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I did,I did not check my temperature correctly - I then had to check it myself,I did not get a certificate
anger,generate anger Attention NoRESP NoCONT Circumstance NoPLEA Effort NoCERT: I did,I did not hear back from a person who I trusted with everything.,I did not complete a homework assignment in time.
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not attend my gaming clans event they scheduled,I did not do enough homework for my degree
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not reach my goal in time.,I did not do what I said I should and was... at myself
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not do an assignment for work and then got called out for it.,I did not do what I said and my boss said it without asking and I felt very... that
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not feel I was being listened to.,I did not do what I said and my boss said it without asking and I felt... that I
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not get picked for a job I had applied for recently.,I did not do what I said I would do
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I did,I did not reach my goal in time.,I did not do enough homework for my degree
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I did,I did not attend my gaming clans event they scheduled,I did not do what I said I should and was... at myself
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I did,I did not show up for my gaming clans event they scheduled,I did not do what I said and my boss said it without asking and I felt very... that
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I did,I did something wrong in work and my boss pulled me up on it,I did not do what I said and my boss said it without asking and I felt... that I
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort Certainty: I did,I did something incorrect in group projects,I did not do what I said and my boss said it because he was not listening to me and
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not attend my gaming clans event they scheduled,I did not do enough homework for my degree
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not reach my goal in time.,I did not do what I said I should and was... at myself
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not feel I was being listened to.,I did not do what I said I should and was not expected to do.
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not check my temperature correctly - I then had to check it myself,I did not do what I said and the person who made the mistake didn't care.
anger,generate anger NoATTE NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not get picked for a job I had applied for recently.,I did not do what I said and my boss said it because he was not listening to me and
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not reach my goal in time.,I did not do enough homework for my degree
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not attend my gaming clans event they scheduled,I did not do what I said I should and was... at myself
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not feel I was being listened to.,I did not do what I said I should and was not expected to do.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not check my temperature correctly - I then had to check it myself,I did not do enough homework in the morning.
anger,generate anger Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO Certainty: I did,I did not show up for my gaming clans event they scheduled,I did not do what I said and my boss said it because I was not listening to the facts and
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I did,I did not reach my goal in time.,I did not do enough homework for my degree
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I did,I did not attend my gaming clans event they scheduled,I did not do what I said I should and was... at myself for not doing this.
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I did,I did not feel I was being listened to.,I did not complete a homework assignment in time.
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I did,I did not check my temperature correctly - I then had to check it myself,I did not do what I said I should and was... at myself for not doing it.
anger,generate anger Attention NoRESP Control NoCIRC NoPLEA Effort NoCERT: I did,I did not show up for my gaming clans event they scheduled,I did not do what I said I should and was... at myself
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not go back to my student home because my parents would not drive me early.,I did a job I really wanted but the company didn't want to hire someone else.
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not do an assignment for work and then got called out for it.,I did a job I really wanted and the people that I wanted to work for didn't want
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not attend my gaming clans event they scheduled,I did a job I really wanted but the company didn't want to do it.
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not reach my goal in time.,I did a job I really wanted but the company didn't want to do it and the people
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not go on a leave at work because my employers would not drive me early.,I did not check my social media profiles for anything related to my job and it was very upsetting
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not attend my gaming clans event they scheduled,I did not clean the toilet after being away for a week
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not do an assignment for work and then got called out for it.,I did not clean my cat's litter box
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not go into my brothers flooded basement alone in the dark,I did not clean my room after being away for a week
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not go above my weight and then fell off onto a jump,I did not clean my dog's poo
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA Effort Certainty: I did,I did not reach my goal in time.,I did not read the correct spelling of a word
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not do an assignment for work and then got called out for it.,I did a job I really wanted but the company didn't want to hire someone else.
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not go into my brothers flooded basement alone in the dark,I did not clean the toilet after being away for a week
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not go above my weight and then fell off onto a jump,I did not clean my cat's litter box
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not go on a family day trip to a theme park.,I did not clean my dog's poo
disgust,generate disgust Attention NoRESP NoCONT NoCIRC NoPLEA NoEFFO NoCERT: I did,I did not check out the laundry after I asked my husband to and he forgot,I did a job I really wanted and the people I wanted to work for didn't want to
disgust,generate disgust NoATTE NoRESP NoCONT NoCIRC NoPLEA Effort NoCERT: I did,I did not go back to my student home because my parents would not drive me early.,I did a job interview and the results were negative
